"ID","Year","AMC","AMI","AMP","AXO","CHL","CIP","COT","FIS","FOX","GEN","KAN","NAL","STR","TET","TIO","AZI"
"07TN08CB10",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN09CB01",2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"07TN09CB03",2007,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,NA
"07TN09CB05",2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"07TN09CB06",2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"07TN09CB07",2007,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA
"07TN09CB08",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN09CB09",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN09CB10",2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"07TN10CB01",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN10CB02",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN10CB03",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN10CB04",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN10CB06",2007,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,NA
"07TN10CB09",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
"07TN11CB01",2007,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NA
"07TN11CB02",2007,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NA
"07TN12CB01",2007,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,NA
"07TN12CB03",2007,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA
"07TN12CB04",2007,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NA
"07TN12CB05",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN12CB06",2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA
"07TN12CB07",2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"07TN12CB08",2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"07TN12CB09",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"07TN12CB10",2007,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,NA
"08GA01CB01",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NA
"08GA01CB02",2008,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,NA
"08GA01CB03",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA01CB04",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA01CB05",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
"08GA01CB06",2008,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA
"08GA01CB07",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA
"08GA01CB08",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA01CB09",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA
"08GA01CB10",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB01",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB02",2008,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,NA
"08GA02CB04",2008,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,NA
"08GA02CB05",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB06",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB07",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB08",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB09",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA02CB10",2008,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA
"08GA03CB01",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NA
"08GA03CB02",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA
"08GA03CB03",2008,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA
"08GA03CB04",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA03CB05",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"08GA03CB06",2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
