"ID","Year","AMC","AMP","AXO","AZI","CHL","CIP","COT","FIS","FOX","GEN","NAL","TET","MER"
210030376,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210030377,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210030382,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210030386,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031494,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031496,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210031498,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031501,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031503,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031508,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031519,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031521,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210031523,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031527,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031529,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031530,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031535,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031536,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031537,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031539,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031541,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031543,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210031544,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210031545,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033101,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033107,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033109,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033117,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033121,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033123,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210033128,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033130,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033131,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033133,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033678,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033680,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033682,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033688,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210033690,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033692,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033694,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033696,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210033702,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033703,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033705,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210033710,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033713,2013,0,1,0,0,0,0,0,1,0,0,0,0,NA
210033714,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210033716,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210034904,2013,0,1,0,0,0,0,0,0,0,0,0,1,NA
210034907,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210034912,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210034924,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210034927,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210034930,2013,0,0,0,0,0,0,0,1,0,0,0,1,NA
210035910,2013,0,1,0,0,0,0,0,0,0,0,0,1,NA
210035913,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035916,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035918,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035923,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035925,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035930,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210035933,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035936,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210035939,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035945,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035947,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035950,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035952,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035955,2013,0,1,0,0,1,0,0,1,0,0,0,1,NA
210035956,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210035959,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037331,2013,1,1,1,0,0,0,0,0,1,0,0,0,NA
210037333,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210037337,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037340,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210037343,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210037344,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037351,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037354,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037356,2013,0,1,0,0,0,0,0,0,0,0,0,1,NA
210037361,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037364,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037366,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037375,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037378,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037381,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210037384,2013,1,1,1,0,0,0,0,1,1,0,0,1,NA
210037386,2013,0,0,0,0,0,0,0,1,0,0,0,1,NA
210037391,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210037394,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210038652,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210038654,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038659,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038665,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038672,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210038674,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038678,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038681,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038689,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210038694,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039776,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039781,2013,0,0,0,0,0,0,0,1,0,0,0,1,NA
210039786,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039788,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039792,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039795,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039796,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210039798,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210039802,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210039806,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039811,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039816,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039821,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039827,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210039835,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041097,2013,0,1,0,0,1,0,0,1,0,0,0,1,NA
210041100,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210041104,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041111,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041113,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041116,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041123,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041125,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041127,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210041129,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041135,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210041145,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042211,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042214,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210042216,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042221,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210042223,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042226,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210042231,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210042234,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210042238,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210042246,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042248,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042252,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042254,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210042256,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210042258,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043351,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043353,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043362,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043364,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043367,2013,0,0,0,0,0,0,0,1,0,0,0,1,NA
210043370,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043373,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043376,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043383,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043386,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043389,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043393,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043395,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210043399,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043402,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210043404,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044340,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044344,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044348,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044351,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044356,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210044360,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044362,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044367,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044370,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044373,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210044376,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210044379,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210044381,2013,0,0,0,0,1,0,0,1,0,0,0,1,NA
210046063,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210046066,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046070,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046073,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046076,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046078,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046080,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046082,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046084,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210046091,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210046098,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210046101,2013,0,1,0,0,0,0,0,0,0,0,0,1,NA
210047507,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047510,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047516,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047519,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047524,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047530,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047533,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047537,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047543,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047546,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047549,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047553,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047556,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047559,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047561,2013,0,1,0,0,1,0,0,1,0,0,0,1,NA
210047566,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047568,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047570,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047572,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210047577,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210047582,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048772,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048775,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210048784,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
210048787,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048789,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048792,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048798,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048800,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048803,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048808,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048809,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048811,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048818,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048822,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210048829,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049822,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049824,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049826,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049830,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049832,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049835,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049836,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049838,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049842,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049847,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049849,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049858,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049863,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210049865,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210050985,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210050991,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210050993,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210051000,2013,0,0,0,0,0,0,0,0,0,0,0,0,NA
210051004,2013,0,0,0,0,0,0,0,0,0,0,0,1,NA
